,product_price,shipping_cost,assembly_cost,delivery_window_days,customer_rating,product_category,product_subcategory,brand,assembly_service_requested,payment_method,payment_timing,delivery_status
1816,1083.73,68.8,0.0,14.0,1.4,Kitchen,Table,Premium,False,Bank Transfer,Prepaid,Failed Delivery
156,651.49,77.45,0.0,10.0,3.0,Living Room,Storage,Premium,False,Digital Wallet,Prepaid,Failed Delivery
122,1317.97,129.18,286.36,10.0,2.3,Kitchen,Storage,Premium,True,Card,Prepaid,Failed Delivery
1065,2101.43,87.43,0.0,3.0,2.9,Bedroom,Sleeping,Mid Range,False,Bank Transfer,Prepaid,Failed Delivery
1707,1112.69,77.58,37.14,6.0,3.2,Living Room,Storage,Affordable,True,Bank Transfer,Prepaid,On Going
1347,742.07,99.19,0.0,10.0,2.7,Living Room,Storage,Mid Range,False,Card,Prepaid,Delivered
1376,1749.81,58.52,39.82,8.0,5.0,Outdoor,Patio furniture,Affordable,True,Card,Prepaid,Delivered
1458,616.61,135.46,262.85,1.0,3.1,Dining Room,Storage,Premium,True,Digital Wallet,Prepaid,Failed Delivery
443,361.89,47.79,27.53,4.0,1.8,Living Room,Table,Premium,True,Card,Prepaid,Failed Delivery
1029,434.96,35.6,0.0,9.0,3.3,Office,Work,Mid Range,False,Cash,Postpaid,On Going
1169,1836.93,0.0,0.0,6.0,3.6,Dining Room,Table,Affordable,False,Digital Wallet,Prepaid,On Going
1901,608.84,81.1,0.0,2.0,1.7,Bedroom,Sleeping,Affordable,False,Bank Transfer,Prepaid,On Going
1800,2768.96,146.89,34.83,5.0,4.8,Bedroom,Storage,Premium,True,Cash,Postpaid,Failed Delivery
1819,1424.21,97.97,91.63,11.0,1.7,Living Room,Seating,Affordable,True,Digital Wallet,Prepaid,On Going
511,327.87,92.58,42.58,14.0,1.4,Bedroom,Storage,Affordable,True,Card,Prepaid,On Going
581,196.93,82.35,0.0,2.0,2.4,Outdoor,Seating,Premium,False,Digital Wallet,Prepaid,Failed Delivery
643,972.27,0.0,196.98,11.0,2.8,Office,Work,Affordable,True,Cash,Postpaid,Failed Delivery
564,193.84,92.35,0.0,2.0,3.1,Office,Work,Affordable,False,Bank Transfer,Prepaid,On Going
269,1550.86,60.39,223.8,1.0,1.6,Outdoor,Seating,Affordable,True,Card,Prepaid,On Going
1392,1065.25,94.93,0.0,14.0,2.6,Kitchen,Storage,Premium,False,Card,Prepaid,Failed Delivery
1540,1621.4,101.69,0.0,8.0,3.1,Bedroom,Sleeping,Mid Range,False,Cash,Postpaid,On Going
255,1879.02,92.94,63.85,2.0,3.4,Living Room,Seating,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
336,948.13,73.85,288.06,2.0,2.8,Office,Storage,Mid Range,True,Bank Transfer,Prepaid,Delivered
1864,671.08,0.0,211.35,11.0,4.3,Outdoor,Table,Affordable,True,Card,Prepaid,Failed Delivery
889,2369.64,113.43,30.47,4.0,3.2,Living Room,Seating,Premium,True,Digital Wallet,Prepaid,Failed Delivery
1043,2844.65,121.13,0.0,9.0,3.8,Bedroom,Sleeping,Affordable,False,Card,Prepaid,Failed Delivery
1518,1327.75,82.69,57.46,13.0,4.9,Living Room,Table,Premium,True,Digital Wallet,Prepaid,Delivered
333,2159.6,67.05,0.0,8.0,2.1,Living Room,Seating,Affordable,False,Digital Wallet,Prepaid,On Going
299,2082.33,103.55,0.0,10.0,2.9,Living Room,Seating,Mid Range,False,Cash,Postpaid,Failed Delivery
364,839.46,111.83,33.94,9.0,3.1,Office,Work,Mid Range,True,Digital Wallet,Prepaid,Delivered
1482,904.78,146.35,224.23,9.0,3.2,Kitchen,Storage,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1017,121.13,45.09,159.12,13.0,3.7,Office,Work,Affordable,True,Cash,Postpaid,Failed Delivery
813,831.12,136.54,0.0,10.0,3.1,Office,Work,Affordable,False,Digital Wallet,Prepaid,On Going
995,1436.35,149.23,0.0,9.0,4.4,Office,Work,Premium,False,Digital Wallet,Prepaid,On Going
937,581.72,132.77,0.0,12.0,3.1,Dining Room,Storage,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
205,704.91,149.03,45.98,2.0,3.7,Kitchen,Storage,Affordable,True,Card,Prepaid,Failed Delivery
1284,120.08,69.82,0.0,7.0,2.2,Dining Room,Storage,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
52,658.53,0.0,56.31,11.0,3.1,Living Room,Table,Mid Range,True,Bank Transfer,Prepaid,Failed Delivery
180,1596.63,0.0,128.46,11.0,3.0,Outdoor,Table,Premium,True,Digital Wallet,Prepaid,Failed Delivery
828,686.06,138.18,0.0,3.0,3.1,Outdoor,Seating,Mid Range,False,Card,Prepaid,On Going
1592,569.87,78.52,0.0,6.0,4.5,Outdoor,Seating,Mid Range,False,Card,Prepaid,On Going
758,697.88,138.4,0.0,14.0,1.3,Outdoor,Seating,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
781,1109.81,63.89,195.11,13.0,2.5,Office,Work,Mid Range,True,Bank Transfer,Prepaid,Failed Delivery
1881,302.96,29.39,188.12,12.0,3.1,Bedroom,Storage,Premium,True,Cash,Postpaid,Failed Delivery
47,2184.81,88.04,129.86,7.0,4.8,Kitchen,Table,Affordable,True,Bank Transfer,Prepaid,Failed Delivery
1222,757.17,108.62,0.0,8.0,1.7,Office,Work,Affordable,False,Bank Transfer,Prepaid,Failed Delivery
1846,1222.23,140.11,0.0,4.0,2.8,Dining Room,Seating,Affordable,False,Digital Wallet,Prepaid,Delivered
1716,1727.25,73.72,120.3,10.0,3.1,Kitchen,Storage,Affordable,True,Digital Wallet,Prepaid,Delivered
1855,292.02,54.95,48.36,3.0,1.1,Office,Work,Affordable,True,Digital Wallet,Prepaid,On Going
1096,1334.37,121.58,222.12,12.0,3.1,Office,Storage,Affordable,True,Cash,Postpaid,Failed Delivery
1174,2593.96,93.89,177.91,9.0,3.5,Bedroom,Sleeping,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
181,1636.75,123.11,0.0,12.0,3.9,Dining Room,Seating,Affordable,False,Bank Transfer,Prepaid,Failed Delivery
916,934.03,73.64,101.78,13.0,5.0,Office,Work,Premium,True,Card,Prepaid,Delivered
343,153.62,51.64,0.0,9.0,3.8,Outdoor,Seating,Affordable,False,Digital Wallet,Prepaid,On Going
35,1794.94,83.11,46.93,5.0,4.9,Kitchen,Storage,Affordable,True,Card,Prepaid,On Going
494,1577.8,94.38,285.74,3.0,4.7,Dining Room,Table,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1302,633.58,148.67,0.0,5.0,3.4,Dining Room,Storage,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1059,1296.0,73.85,0.0,8.0,3.6,Dining Room,Table,Mid Range,False,Digital Wallet,Prepaid,On Going
1886,1730.78,61.44,36.62,3.0,2.1,Living Room,Storage,Affordable,True,Card,Prepaid,On Going
176,1346.35,71.4,0.0,9.0,1.5,Dining Room,Storage,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
263,823.87,0.0,218.28,6.0,3.1,Office,Storage,Mid Range,True,Digital Wallet,Prepaid,On Going
1584,414.44,39.01,64.71,13.0,2.7,Outdoor,Seating,Premium,True,Bank Transfer,Prepaid,Failed Delivery
1570,1181.34,120.03,190.64,5.0,3.0,Kitchen,Table,Affordable,True,Digital Wallet,Prepaid,On Going
1732,894.07,134.83,0.0,2.0,3.1,Living Room,Seating,Mid Range,False,Digital Wallet,Prepaid,On Going
789,580.32,88.02,106.19,9.0,2.6,Kitchen,Storage,Affordable,True,Cash,Postpaid,Delivered
100,1590.04,73.3,31.93,3.0,3.2,Kitchen,Table,Premium,True,Bank Transfer,Prepaid,On Going
1702,582.99,132.36,85.3,14.0,4.2,Office,Work,Mid Range,True,Bank Transfer,Prepaid,Failed Delivery
1685,282.49,83.99,0.0,10.0,2.2,Office,Work,Premium,False,Card,Prepaid,On Going
167,137.16,27.92,0.0,13.0,2.8,Office,Work,Mid Range,False,Card,Prepaid,Failed Delivery
1499,1062.23,94.98,0.0,5.0,1.7,Dining Room,Storage,Premium,False,Digital Wallet,Prepaid,Failed Delivery
1289,790.49,115.37,158.57,12.0,1.7,Outdoor,Patio furniture,Premium,True,Cash,Postpaid,Delivered
257,1349.04,102.83,193.39,3.0,4.4,Living Room,Table,Affordable,True,Digital Wallet,Prepaid,Delivered
1138,655.47,0.0,84.75,13.0,3.1,Bedroom,Sleeping,Mid Range,True,Cash,Postpaid,On Going
1717,2868.37,128.56,0.0,3.0,1.6,Bedroom,Sleeping,Premium,False,Digital Wallet,Prepaid,On Going
612,1360.57,91.43,0.0,10.0,3.7,Dining Room,Storage,Premium,False,Card,Prepaid,On Going
45,1403.64,73.45,0.0,6.0,1.3,Bedroom,Storage,Premium,False,Digital Wallet,Prepaid,On Going
1444,873.98,55.21,0.0,9.0,2.7,Bedroom,Sleeping,Mid Range,False,Bank Transfer,Prepaid,Failed Delivery
190,441.96,35.16,0.0,6.0,2.5,Dining Room,Storage,Affordable,False,Card,Prepaid,Failed Delivery
1773,1412.24,0.0,55.54,9.0,3.1,Dining Room,Storage,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
909,920.62,93.61,0.0,4.0,1.8,Outdoor,Table,Affordable,False,Digital Wallet,Prepaid,Delivered
102,346.18,58.62,0.0,9.0,2.8,Living Room,Table,Mid Range,False,Card,Prepaid,Failed Delivery
1788,438.44,73.85,0.0,8.0,3.1,Kitchen,Storage,Affordable,False,Cash,Postpaid,Failed Delivery
1796,189.76,40.96,0.0,12.0,3.7,Dining Room,Table,Mid Range,False,Cash,Postpaid,Failed Delivery
1294,2218.9,97.46,56.05,3.0,3.1,Living Room,Storage,Premium,True,Card,Prepaid,Failed Delivery
805,426.05,98.28,65.03,9.0,2.2,Dining Room,Storage,Premium,True,Card,Prepaid,Failed Delivery
1829,932.36,0.0,0.0,1.0,1.5,Living Room,Table,Mid Range,False,Cash,Postpaid,On Going
195,821.19,148.57,195.08,1.0,3.4,Kitchen,Storage,Affordable,True,Bank Transfer,Prepaid,On Going
1255,311.32,34.64,26.31,6.0,2.5,Office,Storage,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1117,1162.36,146.87,0.0,11.0,4.9,Office,Work,Affordable,False,Cash,Postpaid,On Going
123,438.05,92.43,0.0,12.0,3.1,Living Room,Seating,Mid Range,False,Card,Prepaid,On Going
1830,322.96,96.89,196.11,11.0,2.4,Kitchen,Table,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1785,1307.47,119.59,0.0,9.0,1.7,Outdoor,Seating,Affordable,False,Cash,Postpaid,Failed Delivery
1363,1485.34,54.45,0.0,1.0,3.5,Kitchen,Storage,Mid Range,False,Cash,Postpaid,Failed Delivery
79,1869.92,73.85,0.0,14.0,3.1,Living Room,Storage,Premium,False,Digital Wallet,Prepaid,Failed Delivery
693,641.74,0.0,283.95,5.0,4.3,Outdoor,Patio furniture,Mid Range,True,Card,Prepaid,On Going
1646,2478.12,111.54,134.61,13.0,2.5,Living Room,Table,Mid Range,True,Card,Prepaid,Delivered
1841,532.81,137.24,0.0,11.0,2.1,Bedroom,Sleeping,Mid Range,False,Cash,Postpaid,Failed Delivery
427,250.9,97.92,0.0,5.0,3.1,Living Room,Seating,Premium,False,Card,Prepaid,Failed Delivery
1387,1290.64,131.44,56.62,1.0,2.0,Outdoor,Table,Affordable,True,Card,Prepaid,Failed Delivery
65,1331.02,118.65,90.56,5.0,3.1,Living Room,Seating,Affordable,True,Digital Wallet,Prepaid,On Going
566,631.0,0.0,141.17,6.0,4.1,Outdoor,Patio furniture,Premium,True,Bank Transfer,Prepaid,Failed Delivery
1416,1983.2,136.29,33.06,13.0,3.5,Living Room,Seating,Mid Range,True,Bank Transfer,Prepaid,On Going
607,137.45,49.46,0.0,11.0,3.3,Dining Room,Seating,Affordable,False,Card,Prepaid,Delivered
1299,2297.23,86.17,140.64,13.0,4.5,Bedroom,Storage,Affordable,True,Card,Prepaid,On Going
230,724.74,128.43,0.0,6.0,2.8,Outdoor,Seating,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1322,1545.35,0.0,40.39,9.0,3.1,Dining Room,Table,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1922,2287.5,59.85,176.51,8.0,2.4,Living Room,Seating,Affordable,True,Digital Wallet,Prepaid,On Going
940,328.43,93.27,0.0,6.0,2.7,Office,Work,Affordable,False,Card,Prepaid,Delivered
89,1175.27,124.47,274.93,5.0,1.9,Dining Room,Table,Affordable,True,Bank Transfer,Prepaid,On Going
1048,1482.26,0.0,85.28,3.0,1.5,Outdoor,Patio furniture,Affordable,True,Card,Prepaid,On Going
738,1215.21,53.22,98.86,6.0,4.2,Dining Room,Seating,Mid Range,True,Cash,Postpaid,Failed Delivery
351,1694.83,79.51,181.4,2.0,3.7,Dining Room,Seating,Premium,True,Bank Transfer,Prepaid,On Going
417,1210.78,0.0,86.39,11.0,4.0,Kitchen,Storage,Affordable,True,Card,Prepaid,On Going
1021,628.81,0.0,0.0,6.0,3.2,Outdoor,Seating,Mid Range,False,Card,Prepaid,On Going
1194,1520.92,67.34,0.0,12.0,3.1,Dining Room,Storage,Affordable,False,Digital Wallet,Prepaid,On Going
1523,2014.29,108.69,0.0,11.0,3.1,Kitchen,Table,Affordable,False,Digital Wallet,Prepaid,On Going
544,1265.05,54.07,266.65,1.0,1.3,Kitchen,Table,Affordable,True,Card,Prepaid,On Going
865,2269.14,119.86,0.0,8.0,2.3,Bedroom,Sleeping,Mid Range,False,Card,Prepaid,Failed Delivery
1328,770.89,125.45,170.39,5.0,4.2,Living Room,Table,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1623,794.4,73.85,0.0,1.0,3.1,Office,Work,Premium,False,Bank Transfer,Prepaid,Failed Delivery
1936,2109.3,73.85,0.0,3.0,3.1,Living Room,Seating,Affordable,True,Digital Wallet,Prepaid,On Going
324,523.34,81.21,225.5,5.0,4.3,Outdoor,Seating,Affordable,True,Digital Wallet,Prepaid,Delivered
1085,2160.27,113.14,0.0,2.0,4.9,Living Room,Table,Affordable,False,Digital Wallet,Prepaid,Delivered
137,748.41,112.28,45.92,8.0,1.1,Living Room,Seating,Premium,True,Card,Prepaid,Failed Delivery
234,969.35,0.0,0.0,9.0,2.3,Dining Room,Seating,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
728,536.99,119.45,0.0,8.0,2.6,Office,Work,Mid Range,False,Card,Prepaid,Failed Delivery
1355,2212.83,73.85,0.0,3.0,3.1,Living Room,Seating,Mid Range,False,Cash,Postpaid,Delivered
1758,1397.92,118.44,118.95,11.0,2.0,Dining Room,Storage,Affordable,True,Digital Wallet,Prepaid,On Going
1371,1423.72,111.44,178.9,6.0,4.2,Kitchen,Storage,Premium,True,Bank Transfer,Prepaid,Delivered
1032,1808.29,125.69,29.15,8.0,1.5,Living Room,Seating,Affordable,True,Card,Prepaid,Failed Delivery
1762,1055.58,73.85,0.0,4.0,2.9,Bedroom,Storage,Affordable,False,Bank Transfer,Prepaid,On Going
465,1218.13,92.65,0.0,10.0,3.2,Kitchen,Table,Mid Range,False,Card,Prepaid,Failed Delivery
1226,1305.85,0.0,0.0,6.0,3.1,Outdoor,Seating,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
640,1021.88,134.58,33.74,4.0,1.7,Dining Room,Storage,Premium,True,Digital Wallet,Prepaid,Failed Delivery
528,227.51,32.33,202.73,12.0,1.8,Living Room,Seating,Affordable,True,Card,Prepaid,Failed Delivery
967,1809.54,130.16,0.0,7.0,4.5,Dining Room,Storage,Mid Range,False,Card,Prepaid,On Going
66,926.5,127.57,0.0,8.0,2.2,Office,Work,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1898,1556.19,0.0,0.0,13.0,3.2,Dining Room,Table,Premium,False,Digital Wallet,Prepaid,On Going
1578,807.54,0.0,0.0,1.0,3.1,Dining Room,Seating,Mid Range,False,Bank Transfer,Prepaid,Failed Delivery
1260,723.01,0.0,41.07,12.0,1.2,Living Room,Storage,Mid Range,True,Card,Prepaid,On Going
1345,2137.54,91.26,0.0,7.0,2.2,Bedroom,Sleeping,Mid Range,False,Digital Wallet,Prepaid,On Going
1498,409.3,35.26,0.0,9.0,4.2,Dining Room,Storage,Affordable,False,Card,Prepaid,Failed Delivery
897,275.15,26.97,0.0,14.0,4.3,Living Room,Seating,Mid Range,False,Digital Wallet,Prepaid,Delivered
1495,1289.21,0.0,0.0,14.0,3.1,Office,Work,Mid Range,False,Digital Wallet,Prepaid,On Going
709,2057.65,72.56,0.0,2.0,1.8,Living Room,Seating,Affordable,False,Card,Prepaid,Delivered
538,1207.36,0.0,51.27,10.0,2.6,Living Room,Table,Premium,True,Digital Wallet,Prepaid,Failed Delivery
1352,2129.96,0.0,240.93,5.0,4.1,Kitchen,Table,Premium,True,Digital Wallet,Prepaid,On Going
1159,1594.14,54.1,0.0,2.0,2.7,Outdoor,Table,Premium,False,Bank Transfer,Prepaid,Failed Delivery
560,2032.92,0.0,0.0,12.0,3.1,Kitchen,Table,Mid Range,False,Card,Prepaid,Delivered
855,289.27,74.15,253.01,12.0,1.4,Office,Work,Affordable,True,Card,Prepaid,On Going
1520,1068.49,0.0,0.0,11.0,1.7,Kitchen,Storage,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1814,1698.42,0.0,0.0,14.0,1.7,Bedroom,Sleeping,Mid Range,False,Digital Wallet,Prepaid,On Going
912,731.22,0.0,142.94,3.0,1.3,Outdoor,Patio furniture,Mid Range,True,Digital Wallet,Prepaid,Delivered
1711,104.01,95.0,238.86,4.0,2.8,Office,Storage,Premium,True,Cash,Postpaid,Delivered
105,939.71,0.0,71.5,4.0,4.3,Office,Work,Affordable,True,Bank Transfer,Prepaid,Failed Delivery
405,89.41,89.28,205.68,6.0,4.9,Office,Work,Mid Range,True,Digital Wallet,Prepaid,Delivered
1410,1256.86,73.85,213.73,10.0,2.8,Office,Work,Affordable,True,Digital Wallet,Prepaid,Delivered
695,658.64,0.0,155.41,10.0,2.0,Office,Work,Premium,True,Cash,Postpaid,Failed Delivery
837,1335.47,0.0,0.0,2.0,1.5,Dining Room,Seating,Affordable,False,Card,Prepaid,Failed Delivery
194,1903.24,73.43,28.5,5.0,4.7,Living Room,Table,Mid Range,True,Digital Wallet,Prepaid,Delivered
893,1882.01,73.85,27.24,1.0,2.6,Dining Room,Storage,Premium,True,Cash,Postpaid,Failed Delivery
118,1025.5,0.0,0.0,6.0,4.3,Outdoor,Patio furniture,Premium,False,Card,Prepaid,On Going
77,972.32,100.89,0.0,7.0,4.9,Outdoor,Seating,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1812,1027.83,72.22,71.06,14.0,3.8,Dining Room,Seating,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
950,737.19,101.8,26.37,14.0,1.4,Office,Work,Mid Range,True,Cash,Postpaid,On Going
75,346.37,52.13,0.0,11.0,1.2,Office,Work,Affordable,False,Card,Prepaid,Failed Delivery
446,1513.16,74.07,264.86,12.0,4.8,Outdoor,Seating,Premium,True,Card,Prepaid,Failed Delivery
298,1758.1,0.0,41.7,13.0,4.9,Bedroom,Storage,Affordable,True,Digital Wallet,Prepaid,On Going
766,1407.92,123.49,152.97,7.0,1.3,Bedroom,Sleeping,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
878,1323.0,78.66,0.0,14.0,3.7,Living Room,Seating,Premium,False,Digital Wallet,Prepaid,Delivered
657,1002.63,112.61,32.52,8.0,3.1,Office,Work,Affordable,True,Card,Prepaid,On Going
628,1514.17,69.87,0.0,6.0,4.5,Outdoor,Patio furniture,Mid Range,False,Card,Prepaid,On Going
632,894.83,64.59,0.0,5.0,2.8,Dining Room,Seating,Mid Range,False,Digital Wallet,Prepaid,Delivered
1826,2135.44,0.0,0.0,10.0,3.1,Kitchen,Storage,Affordable,False,Cash,Postpaid,Failed Delivery
822,455.95,25.17,0.0,4.0,4.7,Office,Storage,Mid Range,False,Cash,Postpaid,Failed Delivery
1224,632.38,128.66,0.0,10.0,3.0,Outdoor,Table,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
300,978.47,130.05,48.73,8.0,4.9,Outdoor,Patio furniture,Mid Range,True,Card,Prepaid,On Going
597,822.18,61.92,0.0,7.0,4.9,Office,Work,Affordable,False,Card,Prepaid,On Going
34,217.44,39.48,0.0,5.0,4.9,Bedroom,Sleeping,Affordable,False,Bank Transfer,Prepaid,Delivered
1585,649.76,111.33,0.0,1.0,3.1,Office,Storage,Premium,False,Bank Transfer,Prepaid,Delivered
712,1587.03,0.0,0.0,1.0,3.5,Dining Room,Table,Mid Range,False,Bank Transfer,Prepaid,On Going
1168,1929.55,128.1,278.5,6.0,3.2,Kitchen,Storage,Mid Range,True,Cash,Postpaid,Delivered
249,1214.96,0.0,0.0,4.0,4.6,Living Room,Table,Mid Range,False,Card,Prepaid,Delivered
1050,1001.96,90.32,29.82,13.0,3.9,Outdoor,Table,Mid Range,True,Digital Wallet,Prepaid,On Going
1296,168.47,29.5,38.11,5.0,1.0,Outdoor,Seating,Premium,True,Card,Prepaid,Delivered
488,662.73,0.0,130.03,9.0,1.0,Living Room,Table,Mid Range,True,Digital Wallet,Prepaid,Delivered
1058,1389.17,97.52,0.0,10.0,3.3,Living Room,Seating,Affordable,False,Card,Prepaid,Failed Delivery
1699,1973.82,94.27,50.07,6.0,3.8,Bedroom,Sleeping,Mid Range,True,Card,Prepaid,Delivered
12,2867.47,141.85,0.0,8.0,3.1,Bedroom,Storage,Affordable,False,Card,Prepaid,Delivered
1591,334.47,66.81,187.86,6.0,4.9,Dining Room,Seating,Affordable,True,Card,Prepaid,On Going
1367,624.47,0.0,234.11,6.0,3.6,Outdoor,Patio furniture,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
583,200.49,52.09,0.0,1.0,3.1,Dining Room,Seating,Mid Range,False,Card,Prepaid,Failed Delivery
1361,1041.8,0.0,57.39,11.0,3.9,Kitchen,Storage,Premium,True,Digital Wallet,Prepaid,Delivered
1213,882.42,86.36,0.0,11.0,3.9,Outdoor,Seating,Mid Range,False,Card,Prepaid,On Going
323,658.65,51.41,0.0,13.0,1.8,Living Room,Seating,Mid Range,False,Bank Transfer,Prepaid,On Going
1094,882.03,0.0,225.03,2.0,4.4,Outdoor,Patio furniture,Premium,True,Digital Wallet,Prepaid,On Going
1856,179.51,52.03,0.0,9.0,1.0,Office,Work,Premium,False,Digital Wallet,Prepaid,Failed Delivery
41,219.61,43.36,0.0,10.0,1.3,Bedroom,Sleeping,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1160,398.98,32.73,0.0,4.0,3.7,Office,Storage,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
794,1785.25,83.74,0.0,6.0,2.6,Outdoor,Seating,Premium,False,Digital Wallet,Prepaid,Failed Delivery
1651,1042.35,0.0,0.0,3.0,2.8,Bedroom,Sleeping,Affordable,False,Digital Wallet,Prepaid,On Going
245,1516.99,117.62,0.0,3.0,2.1,Outdoor,Table,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
327,1606.63,0.0,26.21,2.0,2.5,Kitchen,Table,Premium,True,Digital Wallet,Prepaid,Delivered
579,974.97,73.85,0.0,14.0,3.0,Bedroom,Sleeping,Affordable,False,Card,Prepaid,Failed Delivery
1005,927.57,125.73,45.35,12.0,3.9,Kitchen,Storage,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
226,1580.94,142.35,0.0,9.0,3.1,Kitchen,Storage,Affordable,False,Cash,Postpaid,Failed Delivery
1464,260.21,83.33,290.49,11.0,1.3,Outdoor,Patio furniture,Affordable,True,Card,Prepaid,On Going
727,382.01,60.3,75.43,13.0,4.0,Bedroom,Storage,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1398,821.85,139.03,0.0,1.0,2.4,Dining Room,Table,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
391,1179.96,76.13,0.0,10.0,2.1,Living Room,Table,Mid Range,False,Cash,Postpaid,Failed Delivery
237,1294.16,149.99,193.33,3.0,2.8,Outdoor,Patio furniture,Affordable,True,Card,Prepaid,Delivered
595,480.95,62.03,0.0,5.0,3.9,Kitchen,Table,Mid Range,False,Card,Prepaid,Failed Delivery
963,2147.64,0.0,0.0,10.0,1.1,Living Room,Seating,Premium,False,Card,Prepaid,Delivered
216,359.49,45.1,0.0,12.0,1.6,Bedroom,Storage,Affordable,False,Digital Wallet,Prepaid,Delivered
958,92.95,36.87,190.26,9.0,1.3,Office,Storage,Mid Range,True,Digital Wallet,Prepaid,On Going
1541,1757.43,96.35,35.21,2.0,2.8,Outdoor,Patio furniture,Mid Range,True,Card,Prepaid,Delivered
311,739.18,101.33,286.73,11.0,4.2,Bedroom,Storage,Mid Range,True,Digital Wallet,Prepaid,Delivered
932,2389.32,78.8,0.0,12.0,3.1,Bedroom,Sleeping,Premium,False,Bank Transfer,Prepaid,Failed Delivery
601,1044.47,0.0,41.53,9.0,4.2,Office,Work,Mid Range,True,Bank Transfer,Prepaid,Delivered
1538,866.15,63.69,0.0,8.0,1.4,Bedroom,Sleeping,Premium,False,Cash,Postpaid,On Going
976,223.11,55.98,46.83,4.0,1.3,Living Room,Seating,Premium,True,Card,Prepaid,Failed Delivery
739,369.97,54.3,0.0,4.0,2.3,Office,Work,Premium,False,Digital Wallet,Prepaid,Failed Delivery
880,2490.52,0.0,137.58,10.0,1.3,Bedroom,Storage,Affordable,True,Bank Transfer,Prepaid,Failed Delivery
1712,1509.91,0.0,31.34,7.0,3.7,Bedroom,Sleeping,Mid Range,True,Cash,Postpaid,Failed Delivery
1182,327.4,98.3,259.56,12.0,4.9,Dining Room,Storage,Premium,True,Card,Prepaid,On Going
1522,352.74,87.64,93.6,10.0,4.5,Living Room,Seating,Affordable,True,Bank Transfer,Prepaid,On Going
80,1549.46,143.29,78.59,4.0,2.6,Dining Room,Storage,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
603,606.8,127.94,214.6,5.0,2.9,Living Room,Seating,Mid Range,True,Bank Transfer,Prepaid,Failed Delivery
1672,1698.73,96.05,185.08,7.0,1.3,Dining Room,Storage,Premium,True,Digital Wallet,Prepaid,Failed Delivery
402,1325.41,103.57,0.0,4.0,2.6,Bedroom,Storage,Affordable,False,Card,Prepaid,Delivered
532,946.63,0.0,0.0,2.0,3.1,Office,Work,Affordable,False,Digital Wallet,Prepaid,On Going
162,463.23,36.95,0.0,8.0,3.0,Outdoor,Table,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
968,522.01,55.15,0.0,1.0,4.8,Kitchen,Storage,Affordable,False,Bank Transfer,Prepaid,Failed Delivery
270,1327.21,95.85,37.64,11.0,1.3,Bedroom,Storage,Affordable,True,Digital Wallet,Prepaid,On Going
403,1348.42,139.43,0.0,3.0,3.7,Kitchen,Table,Mid Range,False,Bank Transfer,Prepaid,Failed Delivery
1722,910.59,0.0,0.0,8.0,3.1,Dining Room,Storage,Mid Range,False,Bank Transfer,Prepaid,Failed Delivery
1141,2205.66,54.65,0.0,13.0,3.1,Living Room,Table,Premium,False,Card,Prepaid,On Going
1714,884.47,53.63,0.0,4.0,3.1,Office,Work,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
470,1550.62,0.0,51.61,13.0,4.7,Bedroom,Sleeping,Affordable,True,Bank Transfer,Prepaid,On Going
1348,1039.44,109.34,27.05,13.0,1.6,Kitchen,Table,Affordable,True,Card,Prepaid,Failed Delivery
598,743.4,149.07,91.91,12.0,4.1,Dining Room,Seating,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1126,642.76,73.85,101.62,7.0,4.8,Office,Work,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
